ID,Source_IP,Destination_IP,Protocol,Timestamp,Traffic_Type,Source_Port,Destination_Port,Data_Volume,Packet_Size,HTTP_Status_Code,Firewall_Rule,VPN_Status,MFA_Status,Credential_Used,Data_Classification,Encryption_Algorithm
9200,12.185.240.89,111.121.194.70,TCP,2022-06-08 12:52:58,Outbound,63731,64519,910,1144,200,Allow,True,Failed,_4bFmV%&KFKM,Internal,AES
9201,193.133.70.76,216.45.216.112,UDP,2017-02-13 21:42:46,Inbound,12606,62337,723,1451,200,Quarantine,True,Failed,)pb$GuiIxp1L,Public,RSA
9202,107.247.71.73,124.255.161.164,ICMP,2015-01-30 06:17:39,Inbound,28059,40708,177,784,200,Deny,False,Used,0hXIzpQl&5Ld,Internal,
9203,139.76.101.180,116.126.170.135,TCP,2012-07-05 02:55:02,Inbound,30586,50244,16,647,200,Deny,False,Failed,M#4Lz!4yfJxl,Confidential,SHA-256
9204,172.46.191.173,112.138.60.236,UDP,2010-10-08 02:10:59,Outbound,47781,41853,114,296,200,Deny,False,Used,8&9Rh5gF%*SU,Confidential,AES
9205,137.123.172.242,147.46.93.216,TCP,2016-07-08 13:00:42,Inbound,36478,57251,342,805,200,Quarantine,False,Bypassed,zr3JzabX+faF,Highly Confidential,SHA-256
9206,173.88.98.40,199.78.183.66,UDP,2022-05-25 11:39:44,Outbound,14463,30279,586,1031,200,Allow,True,Used,@arzAsXVf(2!,Public,RSA
9207,43.42.252.243,181.147.95.181,TCP,2018-04-29 10:22:36,Outbound,52678,31823,293,1002,200,Deny,True,Used,f)g2sFKww#75,Public,AES
9208,135.250.122.209,59.128.245.29,ICMP,2011-11-27 01:35:23,Inbound,28973,20018,953,624,200,Allow,True,Bypassed,H)kFUZGxcx2n,Public,
9209,18.37.117.182,193.63.19.108,TCP,2011-03-24 04:04:29,Outbound,32100,44637,561,331,200,Allow,False,Bypassed,DpvY$Swy#6T1,Highly Confidential,
9210,150.68.151.95,5.62.240.203,TCP,2017-02-28 06:01:40,Inbound,14959,47899,315,834,200,Allow,False,Bypassed,+gB5UgQwhUcc,Highly Confidential,AES
9211,8.72.75.6,35.168.120.117,ICMP,2016-07-14 02:13:18,Inbound,26525,49088,496,866,200,Allow,True,Failed,8UL9^qsH@6L2,Public,RSA
9212,182.18.93.238,116.222.34.101,ICMP,2015-06-06 20:37:14,Inbound,16126,36687,617,280,200,Quarantine,True,Failed,Y@5W2LxpZJ@7,Confidential,
9213,136.151.78.148,150.98.105.217,TCP,2018-08-10 14:46:58,Outbound,48386,42246,44,1168,200,Allow,False,Failed,^nE12KkL2_m4,Highly Confidential,
9214,183.175.209.64,181.127.247.163,TCP,2012-05-01 14:08:43,Outbound,29104,57969,725,321,404,Quarantine,False,Failed,@1L#Cx$n(cNR,Confidential,AES
9215,21.84.24.7,194.154.14.178,TCP,2017-05-10 07:53:27,Outbound,18519,44003,914,1170,200,Deny,False,Failed,m+QP4(@d%0VT,Confidential,AES
9216,102.87.30.52,197.204.173.227,UDP,2020-05-17 03:24:51,Outbound,24978,23246,281,496,200,Allow,False,Failed,!XK2Opgizauc,Public,SHA-256
9217,83.237.49.171,3.232.192.47,TCP,2013-02-14 23:36:55,Outbound,25761,55147,298,1353,200,Deny,False,Failed,OxcWcNsN#VO3,Confidential,SHA-256
9218,140.173.199.197,118.213.114.19,UDP,2019-11-16 14:33:19,Inbound,63172,49117,721,916,200,Quarantine,False,Used,YVG(rsL!A2LF,Confidential,SHA-256
9219,110.151.189.110,205.138.247.12,ICMP,2016-04-25 07:38:24,Outbound,21354,3263,113,690,200,Deny,True,Bypassed,V@M99UdtRhtV,Internal,RSA
9220,135.227.249.169,64.133.145.166,UDP,2022-04-25 04:28:10,Inbound,8176,13623,260,1203,200,Allow,False,Bypassed,(kZAO2kfwk8L,Internal,SHA-256
9221,170.249.213.130,171.228.179.15,ICMP,2011-09-09 01:59:49,Outbound,8994,39855,891,909,200,Quarantine,True,Used,&02&Fj#bf@G^,Confidential,AES
9222,196.31.225.32,172.170.236.171,UDP,2020-03-22 13:48:20,Outbound,6948,39444,882,1390,200,Allow,True,Used,*7A4vGdqgKtR,Public,RSA
9223,77.161.86.138,13.10.20.53,UDP,2014-07-07 14:47:03,Outbound,31820,54485,544,786,200,Quarantine,True,Failed,Q8b4Ln4A#@Pq,Internal,RSA
9224,164.39.16.89,98.226.176.60,UDP,2015-02-13 08:19:08,Outbound,27548,26602,481,122,200,Quarantine,False,Used,^@R%4Guvnt&9,Highly Confidential,AES
9225,78.53.179.84,24.231.183.27,ICMP,2022-07-04 15:48:23,Outbound,28414,33628,371,349,200,Deny,True,Used,&k1fM*sxHtgK,Highly Confidential,
9226,121.245.106.212,58.1.130.176,TCP,2019-05-02 14:23:06,Outbound,16460,27132,161,376,200,Deny,False,Bypassed,&AL3xI8w^Lh6,Confidential,RSA
9227,120.85.75.117,102.171.208.107,ICMP,2023-02-11 16:26:16,Inbound,54484,34256,788,45,200,Quarantine,False,Used,!jo)5NTvJMmG,Confidential,SHA-256
9228,44.108.196.207,67.224.80.70,ICMP,2017-11-05 11:58:22,Inbound,18284,9461,419,614,200,Quarantine,False,Bypassed,+SX&+ebj+%0X,Public,SHA-256
9229,29.21.179.196,30.52.228.25,ICMP,2023-09-13 03:48:59,Inbound,23712,37797,263,470,200,Allow,True,Failed,ztkmQ^n9!Q3V,Confidential,
9230,199.70.71.4,36.62.52.210,TCP,2018-10-09 03:35:14,Inbound,48173,44274,539,1356,404,Allow,True,Bypassed,*#48IOTsG_r7,Confidential,
9231,34.14.78.207,175.230.37.92,TCP,2021-11-07 11:48:07,Outbound,36226,36081,1000,769,200,Deny,False,Failed,aJ4TAPXjaF_%,Public,
9232,55.217.42.126,48.96.224.197,UDP,2021-03-31 17:01:40,Inbound,64732,65381,937,145,200,Deny,False,Failed,kehPDjDK)23r,Highly Confidential,AES
9233,109.172.91.151,23.21.244.54,ICMP,2018-01-22 09:41:13,Inbound,51708,508,645,1426,200,Allow,False,Used,GI8iHmB8_WXE,Highly Confidential,AES
9234,88.109.205.19,10.184.251.124,ICMP,2011-10-28 17:12:05,Inbound,41420,65312,324,1489,200,Deny,False,Failed,KbOeZtkqm!1o,Internal,
9235,167.207.194.168,152.208.203.159,ICMP,2020-11-20 23:31:54,Outbound,46244,9774,903,55,200,Allow,False,Bypassed,s2feqfNh*pj%,Internal,RSA
9236,106.41.67.197,191.199.224.133,TCP,2018-09-25 14:02:02,Outbound,35007,621,399,341,200,Quarantine,True,Used,)zJ82iPa94XT,Internal,RSA
9237,165.85.110.150,196.55.13.4,UDP,2011-11-03 00:13:40,Outbound,35683,6153,861,404,200,Quarantine,True,Failed,@2I(GVgMmGJ#,Public,SHA-256
9238,86.165.169.73,76.122.87.138,ICMP,2016-05-20 20:10:41,Inbound,22131,35638,474,81,200,Deny,False,Failed,)+3TsPRC1b$J,Internal,AES
9239,69.126.22.117,181.114.60.39,TCP,2012-07-13 03:39:20,Outbound,47326,12469,49,1259,200,Quarantine,True,Bypassed,W8T3txAjc^9D,Public,
9240,155.252.119.31,87.54.138.144,TCP,2014-04-22 05:25:09,Outbound,33434,47607,116,998,200,Allow,True,Used,zMDuNeY%%LZ9,Highly Confidential,SHA-256
9241,117.82.29.217,81.147.106.91,UDP,2015-12-01 08:07:55,Outbound,56504,18362,891,1094,200,Allow,True,Failed,!9E^4fjB(#Vu,Public,SHA-256
9242,213.169.59.178,39.239.39.143,TCP,2012-08-10 17:17:22,Outbound,14521,32993,371,617,200,Quarantine,True,Failed,6(@ugNk4!%Vb,Internal,AES
9243,147.107.131.236,151.52.187.134,UDP,2019-04-21 15:42:32,Inbound,49920,33159,960,309,500,Allow,True,Failed,!QnGeV(m7rB6,Confidential,AES
9244,125.156.123.159,12.35.190.208,ICMP,2021-07-17 08:55:31,Outbound,22063,33769,678,834,200,Allow,True,Failed,T#0FalYrFP3j,Internal,RSA
9245,221.242.46.186,100.29.21.16,ICMP,2020-12-14 03:43:34,Outbound,57449,30123,126,844,200,Quarantine,False,Bypassed,&7IWp+MJ*Xvu,Public,RSA
9246,222.202.72.60,130.166.186.146,ICMP,2019-10-24 14:09:22,Outbound,55817,21262,860,60,200,Allow,False,Bypassed,8Pu1VM6r#wL5,Confidential,RSA
9247,52.58.244.243,140.125.168.67,UDP,2013-10-31 19:14:36,Inbound,56117,26637,555,790,200,Deny,True,Used,%BEo9G#u!oEh,Public,AES
9248,107.24.32.40,138.15.60.21,TCP,2019-11-29 16:38:10,Outbound,2719,6733,708,549,500,Allow,True,Bypassed,#5)l7HSu(nG&,Internal,RSA
9249,133.198.50.73,52.220.158.136,ICMP,2011-01-24 05:51:09,Inbound,31754,10594,428,344,200,Quarantine,True,Bypassed,)X6wGHbT42go,Confidential,SHA-256
9250,185.197.131.127,59.65.163.146,UDP,2022-08-21 17:01:29,Outbound,15988,64398,189,714,500,Allow,True,Bypassed,#C94OhBi21UD,Confidential,RSA
9251,191.9.67.222,101.4.155.93,TCP,2010-12-26 05:45:25,Inbound,33196,40054,248,194,200,Deny,False,Used,&6#QR9p9aVM^,Public,SHA-256
9252,108.185.19.214,14.64.166.194,TCP,2021-12-23 19:16:53,Outbound,58090,48920,976,411,200,Deny,True,Used,k_t7OQdRF#oE,Public,AES
9253,167.113.81.158,139.1.165.236,UDP,2010-04-29 18:41:05,Inbound,62527,29765,826,224,200,Quarantine,True,Failed,nrz0MDm0+jHo,Public,RSA
9254,105.32.170.29,22.99.42.171,ICMP,2017-10-02 01:16:59,Inbound,9595,22009,543,294,200,Deny,True,Bypassed,p#67L@An2(R),Internal,SHA-256
9255,37.90.24.104,204.69.207.200,TCP,2012-09-30 07:01:10,Outbound,58436,28234,557,1118,200,Allow,False,Bypassed,_GOK32%jd3ql,Confidential,RSA
9256,171.171.152.102,190.22.6.91,TCP,2014-02-19 11:26:45,Inbound,8663,32803,765,1266,200,Allow,False,Failed,%7M*PVrvx@nt,Public,RSA
9257,47.46.205.61,15.194.6.251,TCP,2022-06-09 23:04:59,Inbound,56752,58414,654,1066,200,Deny,False,Used,&qvpXg@za3wr,Internal,SHA-256
9258,61.245.80.13,22.215.179.95,UDP,2010-05-31 13:22:44,Inbound,54306,31337,632,711,200,Quarantine,True,Used,$Ms*k9onk!e4,Public,AES
9259,212.179.174.40,27.15.207.138,TCP,2014-05-10 14:08:35,Inbound,3879,38270,924,719,200,Quarantine,False,Failed,2_BZSInV#X78,Public,RSA
9260,183.204.193.98,90.222.40.19,ICMP,2016-11-30 20:37:43,Inbound,18384,33037,784,1235,200,Deny,False,Failed,k!8Am9ypqIOD,Confidential,RSA
9261,81.3.216.193,213.138.13.127,ICMP,2017-02-07 22:41:41,Inbound,15244,50472,918,845,200,Quarantine,True,Failed,c_0!2Ofhla9),Public,SHA-256
9262,158.34.90.31,90.93.36.123,ICMP,2014-02-26 09:05:13,Outbound,3487,3624,987,602,200,Deny,False,Failed,pg*GEsTeuJg4,Internal,SHA-256
9263,141.153.10.13,158.38.186.58,ICMP,2015-04-24 05:46:51,Outbound,22864,31009,149,492,200,Quarantine,False,Used,+EHZYdLCXz08,Confidential,AES
9264,2.216.195.98,186.203.185.246,ICMP,2019-02-14 04:12:06,Inbound,1992,49309,408,650,200,Allow,True,Used,%@R5sClCr1p),Highly Confidential,RSA
9265,51.85.102.203,60.93.107.200,TCP,2018-08-24 09:40:08,Outbound,51738,4504,850,840,200,Quarantine,True,Bypassed,$)R2aVaO6I_q,Highly Confidential,AES
9266,26.68.158.100,68.102.209.40,TCP,2011-11-04 05:34:05,Outbound,31101,46418,261,634,200,Allow,True,Used,%!4#^NaVAD7t,Internal,SHA-256
9267,50.1.183.40,87.57.164.237,TCP,2011-11-12 08:29:39,Inbound,64797,18345,777,96,200,Deny,False,Bypassed,u*3eUJTwtZOK,Confidential,RSA
9268,131.37.204.126,80.144.63.228,ICMP,2011-06-30 17:55:09,Outbound,38710,47351,360,1308,200,Allow,True,Used,44FYywfI&!xG,Highly Confidential,AES
9269,108.113.194.178,223.166.32.79,ICMP,2022-08-10 17:31:46,Outbound,63648,62638,466,572,404,Allow,False,Bypassed,*4U4)y6Z2H)Y,Highly Confidential,AES
9270,90.112.6.16,196.59.71.101,UDP,2016-10-04 03:03:30,Inbound,4574,46315,640,1325,200,Deny,True,Used,^k*XWaXfeB1_,Internal,RSA
9271,189.82.87.185,116.185.165.92,TCP,2018-05-19 02:23:27,Inbound,56169,47276,889,1471,200,Deny,True,Used,%uA@R5zwM2ku,Internal,
9272,84.7.33.165,69.58.40.114,TCP,2011-05-14 08:08:18,Inbound,55391,918,976,1451,200,Deny,True,Failed,g@24EWnd6%Fo,Internal,AES
9273,4.74.232.117,144.193.147.178,UDP,2022-12-01 07:23:52,Outbound,52894,981,406,57,200,Quarantine,True,Bypassed,qdAgXwJgi_8X,Public,SHA-256
9274,103.234.53.128,82.227.197.11,TCP,2022-12-07 22:00:58,Outbound,64393,40545,477,287,200,Quarantine,False,Failed,%g8%Wf9V@3TL,Confidential,RSA
9275,37.53.1.9,63.86.11.13,ICMP,2019-01-14 16:41:57,Inbound,21593,7369,948,139,200,Quarantine,True,Bypassed,#J%G0kWfBFz%,Internal,RSA
9276,222.12.134.215,5.66.238.148,TCP,2011-04-06 20:48:37,Inbound,63683,10492,744,45,200,Quarantine,True,Bypassed,n9aLMAwb_UuE,Highly Confidential,RSA
9277,87.48.241.133,167.39.78.209,TCP,2016-05-08 22:24:58,Inbound,39229,19252,933,904,200,Allow,True,Used,!iy99UanBsGo,Confidential,SHA-256
9278,122.99.219.62,14.171.107.130,UDP,2023-07-14 01:44:10,Inbound,1652,8193,450,927,200,Quarantine,False,Bypassed,FZ0qF&y+n_)Z,Confidential,AES
9279,119.250.12.252,210.109.88.222,UDP,2020-08-18 17:34:35,Outbound,55799,31237,59,838,200,Allow,True,Used,m(1EdHv)#uX$,Highly Confidential,AES
9280,172.233.202.125,208.128.131.99,TCP,2015-01-17 08:02:11,Inbound,4362,53605,972,959,200,Allow,False,Used,!yVTZapWW1Ln,Public,AES
9281,115.149.29.147,85.86.25.6,TCP,2017-03-11 21:05:36,Inbound,32330,41145,666,1223,200,Allow,False,Bypassed,dj0_tDKc+I$3,Highly Confidential,SHA-256
9282,164.181.98.156,209.22.66.33,ICMP,2012-10-18 00:52:42,Outbound,39293,32492,562,647,200,Allow,True,Failed,in&wXawxHNL0,Public,AES
9283,2.100.82.101,179.246.19.157,UDP,2020-07-15 11:08:14,Outbound,46645,62582,452,95,200,Deny,True,Used,t@0RkQ&hA96s,Highly Confidential,AES
9284,131.72.189.97,72.84.88.21,TCP,2011-08-29 05:52:49,Outbound,54400,49627,297,851,200,Quarantine,False,Failed,#0eY!pw+LFII,Confidential,RSA
9285,101.224.89.83,47.50.154.11,UDP,2010-01-04 05:23:48,Inbound,3728,3244,834,983,200,Deny,False,Used,&HaT+c9jU9Z^,Public,SHA-256
9286,12.99.190.15,214.39.157.239,TCP,2023-01-29 03:03:53,Inbound,14467,2392,309,40,200,Allow,False,Bypassed,gdR5AbKj&6os,Highly Confidential,RSA
9287,190.100.16.16,63.244.139.80,UDP,2012-03-02 01:37:09,Inbound,5102,20848,909,277,200,Deny,False,Used,FLA0tMzmD^HX,Confidential,AES
9288,69.244.107.30,207.21.42.178,TCP,2012-06-10 17:33:26,Outbound,42730,50233,707,1218,200,Allow,False,Failed,63nRbjVdNZ9+,Public,AES
9289,154.247.194.84,40.105.239.177,UDP,2016-07-29 13:39:16,Inbound,6664,63946,695,313,200,Quarantine,True,Failed,0d4eg!dr*^8C,Confidential,
9290,1.155.41.186,70.131.124.234,TCP,2010-03-07 07:10:30,Inbound,53307,61634,493,1257,200,Deny,True,Used,x$7AQ1bbDI$@,Internal,AES
9291,20.196.203.19,164.228.241.118,UDP,2013-06-01 20:58:56,Outbound,25547,14733,355,581,200,Quarantine,True,Bypassed,Rk$SGdWm&qU0,Highly Confidential,
9292,161.110.180.85,188.208.255.110,ICMP,2010-03-06 18:11:27,Outbound,34432,26811,477,332,200,Quarantine,False,Failed,@Fbov$TW&8!C,Public,AES
9293,209.27.203.147,196.154.96.243,ICMP,2013-02-18 07:32:11,Outbound,5226,11509,729,795,200,Allow,True,Failed,Mq0TwKcTn%K1,Confidential,SHA-256
9294,131.101.23.180,21.245.16.12,UDP,2015-04-15 07:15:58,Inbound,28287,3421,479,309,200,Deny,False,Used,dvX&SCIoIUM4,Public,RSA
9295,23.86.211.229,57.200.219.180,UDP,2011-04-16 06:01:39,Outbound,19011,54270,245,326,500,Deny,True,Used,XI!o4MVsu)$#,Internal,
9296,118.181.202.54,37.174.103.83,TCP,2010-06-02 16:22:10,Inbound,40503,56075,304,1311,200,Allow,True,Bypassed,+49u1Wy+#Z9D,Internal,RSA
9297,137.173.188.27,9.122.176.133,ICMP,2011-09-09 16:08:15,Outbound,59300,39467,110,1066,200,Deny,False,Failed,f9fZqvm4*A0H,Public,
9298,142.8.223.151,90.83.223.220,TCP,2015-05-20 11:05:27,Inbound,41489,31447,536,966,200,Quarantine,True,Used,)MFQxODnN)2!,Highly Confidential,RSA
9299,142.230.73.118,156.203.219.46,TCP,2023-04-12 20:12:00,Inbound,21295,33553,998,1417,200,Allow,False,Used,$2*KfvYP4e6P,Confidential,
9300,164.53.94.41,68.39.112.109,ICMP,2014-03-13 10:06:26,Outbound,44581,55078,639,414,200,Quarantine,True,Bypassed,@(BYmdb8ZL7f,Confidential,
9301,172.31.219.234,98.114.119.158,TCP,2022-05-10 21:00:23,Outbound,60228,53910,519,616,200,Deny,False,Bypassed,#9LMW*druBYj,Confidential,
9302,156.22.160.195,162.54.75.147,ICMP,2018-03-08 13:51:35,Inbound,61910,16949,497,656,200,Allow,True,Bypassed,_s6rJ6KNOqC),Highly Confidential,RSA
9303,96.240.55.224,136.138.216.103,UDP,2017-11-23 19:18:08,Outbound,36782,12100,528,615,200,Deny,False,Bypassed,^d0rkXTeN2@E,Public,SHA-256
9304,100.243.21.23,29.55.203.245,TCP,2019-03-21 15:44:01,Outbound,17290,62433,185,1222,200,Allow,True,Used,(91xCYmC&c(X,Public,
9305,16.169.60.181,10.104.21.89,UDP,2011-01-25 09:47:00,Outbound,1506,45521,718,965,200,Quarantine,True,Bypassed,Px4rtn4KLrR),Internal,
9306,37.86.205.177,102.141.103.47,TCP,2015-08-06 05:51:08,Inbound,43853,28131,103,971,200,Allow,False,Bypassed,Ruq**1Yckn$&,Public,
9307,109.230.193.62,139.18.214.136,UDP,2019-07-27 11:55:27,Inbound,49680,9785,153,1462,200,Allow,True,Failed,F@8SkqJtf*(S,Internal,SHA-256
9308,69.203.41.86,173.225.86.65,TCP,2021-03-01 18:02:46,Outbound,27382,9323,684,751,200,Deny,False,Used,$+4hIwjviS$A,Confidential,SHA-256
9309,101.23.39.104,13.249.239.153,TCP,2023-03-23 22:00:23,Inbound,11257,47542,44,1418,200,Deny,False,Failed,%6GiF7ynNg55,Highly Confidential,RSA
9310,151.235.252.69,90.129.84.226,ICMP,2012-12-04 12:49:43,Inbound,38078,54704,591,1297,200,Deny,False,Failed,(M*RvWeW$S7&,Highly Confidential,AES
9311,203.148.164.142,181.149.195.99,TCP,2012-05-29 21:02:02,Outbound,41453,57028,710,981,200,Allow,False,Used,&$LQc9JySpk7,Internal,SHA-256
9312,222.16.194.131,211.31.58.97,TCP,2022-08-07 04:27:30,Outbound,34397,64673,700,123,200,Allow,True,Used,$$7kmex!#0!Z,Internal,SHA-256
9313,39.155.198.252,84.172.48.182,TCP,2018-03-06 01:34:10,Inbound,33891,17164,618,679,200,Quarantine,False,Failed,*5ZQp6Y%^rpn,Internal,
9314,79.252.51.229,56.49.232.95,ICMP,2016-07-27 09:19:13,Inbound,11703,19105,264,249,200,Quarantine,False,Failed,VQ&6otHkv49A,Public,AES
9315,137.227.183.186,142.186.182.27,ICMP,2019-01-21 04:05:20,Inbound,5863,10165,549,430,200,Deny,True,Bypassed,^O1R74ko+gHW,Confidential,RSA
9316,192.244.29.111,162.30.32.216,UDP,2015-10-13 01:14:59,Inbound,20190,42704,760,392,200,Allow,True,Used,jo1#0wO3@okP,Internal,AES
9317,114.184.13.190,29.122.42.197,UDP,2021-09-04 23:03:04,Outbound,19735,58971,422,642,200,Allow,False,Failed,Q%7+GSF&gxL0,Confidential,
9318,154.218.131.47,72.235.198.97,UDP,2015-12-29 11:37:26,Inbound,16553,10735,989,803,200,Quarantine,True,Used,_8L_69fZn4nZ,Confidential,AES
9319,159.30.178.193,153.161.177.79,ICMP,2013-03-21 14:57:34,Inbound,64165,52237,953,200,200,Deny,True,Used,$3SLBwPL4WVm,Confidential,RSA
9320,34.191.36.91,201.122.226.235,ICMP,2020-11-20 12:14:31,Inbound,24995,38151,486,1154,200,Allow,False,Failed,QgGRrbk238E^,Public,
9321,206.129.220.241,22.200.27.186,UDP,2013-08-19 04:29:41,Outbound,7909,21813,648,287,404,Deny,False,Used,)ccmgk+y^k7W,Confidential,
9322,134.31.64.109,98.188.19.39,TCP,2010-04-04 21:03:20,Inbound,5215,31085,579,843,200,Quarantine,True,Bypassed,yJp3JHer+Mfg,Highly Confidential,AES
9323,62.97.45.170,214.185.242.32,ICMP,2015-01-29 23:21:16,Outbound,39137,41342,924,1345,200,Allow,False,Failed,B@g5Wd8fBQrd,Confidential,
9324,10.131.34.37,36.27.68.15,UDP,2021-10-27 01:55:02,Outbound,38794,18915,391,1362,500,Allow,True,Bypassed,@5YlcoFv@Em4,Confidential,AES
9325,175.43.16.2,134.58.222.172,UDP,2019-06-20 13:16:31,Inbound,33841,35444,553,189,200,Quarantine,False,Failed,+p098NkhjXIn,Public,
9326,175.130.26.202,219.43.106.232,ICMP,2018-01-20 06:59:57,Outbound,9455,10393,367,403,200,Quarantine,True,Used,%1R2&X6iG0fX,Highly Confidential,RSA
9327,55.80.180.223,60.117.183.7,UDP,2013-10-07 21:28:16,Outbound,45318,47884,755,63,200,Deny,False,Bypassed,7D1wupSnrYC$,Internal,
9328,49.34.29.52,131.23.237.246,ICMP,2022-10-04 16:18:29,Outbound,61552,15802,370,1371,200,Deny,False,Bypassed,)cFG3x*h6C4+,Internal,
9329,18.53.172.193,131.237.33.36,UDP,2021-06-01 08:02:11,Outbound,5655,24300,36,1078,200,Deny,True,Used,Pk7yXN1a*VLz,Highly Confidential,RSA
9330,191.236.255.249,208.163.132.148,ICMP,2022-02-22 16:04:42,Outbound,9286,50431,215,957,200,Allow,False,Failed,^82ZNqJV09XO,Internal,AES
9331,92.159.82.73,211.76.237.233,TCP,2014-03-18 20:39:05,Inbound,3392,56431,7,677,200,Quarantine,True,Bypassed,4rN2n%Vws^+D,Internal,
9332,56.200.229.53,36.223.81.155,TCP,2017-11-03 11:08:02,Outbound,33242,27089,534,1125,200,Allow,False,Bypassed,30P^fVCl_y@G,Public,RSA
9333,223.197.167.87,53.206.47.96,UDP,2023-06-16 23:29:40,Outbound,56652,27900,395,467,200,Allow,True,Bypassed,32A4Q*lk6@4!,Confidential,AES
9334,137.196.156.144,193.137.129.71,TCP,2022-05-19 20:57:34,Inbound,4592,13780,298,1423,200,Deny,True,Used,3XU)&fxJn*rQ,Confidential,
9335,87.94.150.26,104.68.36.52,UDP,2021-04-08 12:57:47,Inbound,13711,19318,714,719,200,Allow,False,Bypassed,!ulU6%8c407#,Confidential,
9336,142.186.3.145,175.70.71.245,TCP,2016-06-18 13:50:03,Outbound,27163,31949,217,239,200,Allow,True,Used,5G&kYa7v%$W5,Internal,SHA-256
9337,59.135.13.69,67.77.120.199,ICMP,2021-03-01 02:42:06,Outbound,60689,7785,143,983,200,Quarantine,True,Used,1+9PPthprm8&,Internal,AES
9338,65.167.191.226,51.72.11.237,UDP,2023-04-24 13:41:44,Outbound,54643,46703,258,717,200,Allow,False,Failed,9k8X5tbz%4SV,Internal,AES
9339,141.176.28.230,95.234.215.152,ICMP,2016-08-02 13:33:24,Inbound,27397,25209,273,232,200,Quarantine,False,Bypassed,7$EPzzp1gP6#,Confidential,AES
9340,174.142.181.143,150.110.73.185,ICMP,2012-09-28 00:18:27,Inbound,22753,15031,754,503,200,Quarantine,True,Used,)8Ni@(s+E28Y,Highly Confidential,AES
9341,81.4.33.151,122.62.81.150,ICMP,2014-06-25 03:31:41,Inbound,33611,45688,954,1146,500,Allow,False,Bypassed,P)PzeYx!fs8f,Highly Confidential,AES
9342,202.21.41.184,28.226.182.76,TCP,2014-07-13 01:00:45,Outbound,5666,42669,140,990,200,Quarantine,True,Failed,zZ6^giC39EV(,Confidential,AES
9343,188.47.115.91,60.124.122.255,UDP,2021-03-01 18:12:59,Inbound,18200,14844,776,1068,200,Deny,True,Failed,@2Xdb8VF%$Sh,Confidential,RSA
9344,1.148.139.165,19.98.227.142,UDP,2016-07-03 14:12:01,Inbound,34284,30086,340,79,200,Allow,True,Used,3fSEGs%S*58o,Highly Confidential,RSA
9345,61.161.80.88,42.217.195.217,TCP,2019-05-07 19:10:59,Outbound,29979,44656,494,1263,200,Deny,False,Bypassed,AD3SCctaE)kF,Confidential,SHA-256
9346,21.127.82.152,108.29.64.112,ICMP,2014-06-10 13:00:14,Outbound,34455,57449,45,529,200,Quarantine,True,Used,$+mOIyObS_s7,Confidential,SHA-256
9347,63.253.196.97,108.52.83.11,ICMP,2016-08-09 23:27:40,Outbound,1802,22195,559,1179,404,Allow,False,Bypassed,BilDyVer3$70,Highly Confidential,
9348,95.72.93.243,204.200.208.182,UDP,2019-07-21 11:34:18,Outbound,41453,17626,517,210,200,Allow,False,Used,06jgaLXK@gq^,Confidential,AES
9349,51.42.193.229,219.216.197.137,TCP,2014-04-08 18:59:14,Outbound,56519,21774,747,709,200,Quarantine,True,Failed,DkG3CaN^%6B2,Public,RSA
9350,154.238.211.235,214.56.83.179,TCP,2019-12-27 21:32:44,Inbound,7076,14953,593,1045,200,Deny,True,Bypassed,8wErUShk%b5z,Internal,
9351,75.25.104.99,33.107.169.57,TCP,2016-08-07 19:18:29,Outbound,20358,18157,353,645,200,Quarantine,True,Used,@06aR8At^kt4,Public,AES
9352,123.121.202.162,50.46.175.54,UDP,2019-06-15 21:36:21,Inbound,50091,59712,782,718,200,Deny,False,Failed,5%Rhalvu+7S(,Confidential,AES
9353,147.104.25.209,122.102.40.194,ICMP,2021-08-17 01:43:47,Inbound,7538,64553,769,1162,200,Allow,True,Failed,^q^f2QNdSUM0,Highly Confidential,AES
9354,210.234.164.66,56.22.149.252,UDP,2021-08-29 16:41:47,Inbound,49976,22673,849,698,200,Allow,True,Used,#oXBbaR&(l8%,Highly Confidential,SHA-256
9355,176.34.218.46,81.201.128.216,ICMP,2021-07-17 16:30:47,Inbound,26197,43157,773,883,200,Allow,False,Failed,o&%5lfEhD^3Z,Internal,RSA
9356,142.211.194.193,10.46.216.202,TCP,2018-01-25 17:32:00,Inbound,5574,41710,559,79,200,Deny,False,Bypassed,wzOBIICq+@9N,Highly Confidential,AES
9357,19.237.25.33,182.127.171.56,ICMP,2018-07-08 17:11:34,Inbound,33278,33883,177,1440,200,Deny,True,Failed,@f3ODDdyS)P4,Internal,RSA
9358,10.229.50.44,157.24.112.236,ICMP,2023-07-27 11:36:21,Outbound,29779,24279,919,1000,200,Allow,False,Bypassed,*InzZWuqh97F,Public,AES
9359,172.108.17.118,125.60.107.199,TCP,2018-03-11 18:53:59,Inbound,56362,59863,336,1041,200,Quarantine,True,Used,+W^KyrQC75Y),Internal,AES
9360,170.66.183.10,202.63.203.190,TCP,2021-04-05 20:25:18,Outbound,12934,55645,153,851,200,Allow,True,Bypassed,ZE68hZdl*mfr,Public,RSA
9361,60.73.37.110,29.133.179.165,TCP,2017-08-23 00:33:45,Inbound,23227,58401,966,372,200,Allow,True,Used,&9DFKKxvTG7Y,Internal,SHA-256
